"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"619"	"ES_Adultos"	"GO:0046425"	"regulation of receptor signaling pathway via JAK-STAT"	"15/1136"	"106/18870"	0.00168290962505534	0.0144790693787224	0.0112818708376353	"149233/1545/54625/3567/3565/7124/857/3717/22876/3458/8835/8651/9021/602/3976"	15
"620"	"ES_Adultos"	"GO:0002507"	"tolerance induction"	"7/1136"	"30/18870"	0.00168468871154683	0.0144790693787224	0.0112818708376353	"1233/84868/7128/3620/29126/3559/3965"	7
"621"	"ES_Adultos"	"GO:0001836"	"release of cytochrome c from mitochondria"	"10/1136"	"56/18870"	0.00169544228763834	0.0145479886616709	0.0113355716956193	"4000/8743/27166/79017/10105/3479/90427/5366/596/5329"	10
"622"	"ES_Adultos"	"GO:0014075"	"response to amine"	"9/1136"	"47/18870"	0.00172133482414618	0.0147226708431796	0.0114716813970006	"4929/3673/9734/3717/2731/445/983/3164/1728"	9
"623"	"ES_Adultos"	"GO:0032467"	"positive regulation of cytokinesis"	"9/1136"	"47/18870"	0.00172133482414618	0.0147226708431796	0.0114716813970006	"55143/9928/1894/29127/11113/9493/9212/990/332"	9
"624"	"ES_Adultos"	"GO:0050900"	"leukocyte migration"	"39/1136"	"396/18870"	0.001741431527456	0.0148706512456916	0.0115869854779449	"8784/8764/255231/1435/6846/6375/1130/6364/4345/4283/3627/6373/10563/5734/3673/3565/972/7124/7422/64005/6363/8600/23143/51676/6367/55512/708/3965/6346/6348/6351/6349/8792/8740/6370/3383/9466/58494/7226"	39
"625"	"ES_Adultos"	"GO:0001910"	"regulation of leukocyte mediated cytotoxicity"	"14/1136"	"96/18870"	0.00177231565326284	0.0151101270438435	0.0117735813808183	"149233/6375/59067/84868/6891/80328/80329/3902/5027/3965/3383/3594/634/5817"	14
"626"	"ES_Adultos"	"GO:0051445"	"regulation of meiotic cell cycle"	"11/1136"	"66/18870"	0.00181664321809196	0.0154632670723988	0.0120487427247935	"2827/991/259266/993/9319/995/7272/286151/10635/9088/3976"	11
"627"	"ES_Adultos"	"GO:0008625"	"extrinsic apoptotic signaling pathway via death domain receptors"	"13/1136"	"86/18870"	0.00183470727819796	0.0155920810223852	0.012149112597181	"11315/8682/356/467/3148/7124/7128/6788/1612/672/5366/596/3383"	13
"628"	"ES_Adultos"	"GO:1990266"	"neutrophil migration"	"17/1136"	"129/18870"	0.00189537645857309	0.0160819820727414	0.0125308360511388	"255231/6846/6375/6364/4283/3627/6373/10563/972/6363/6367/708/6346/6348/6351/6349/6370"	17
"629"	"ES_Adultos"	"GO:0043281"	"regulation of cysteine-type endopeptidase activity involved in apoptotic process"	"20/1136"	"163/18870"	0.00191807734944107	0.0161982642950028	0.0126214413917137	"11315/1718/356/3329/3336/55081/8743/27074/7124/7422/80759/54205/3717/1612/9966/355/112399/3965/5366/5329"	20
"630"	"ES_Adultos"	"GO:0071214"	"cellular response to abiotic stimulus"	"34/1136"	"334/18870"	0.00194261681342719	0.0161982642950028	0.0126214413917137	"943/5743/25896/7100/51776/580/993/1894/4790/2247/836/5734/3673/3659/3596/1958/1026/5796/55872/10714/1111/355/894/10635/675/90427/5888/641/9212/672/8740/5971/10856/5600"	34
"631"	"ES_Adultos"	"GO:0104004"	"cellular response to environmental stimulus"	"34/1136"	"334/18870"	0.00194261681342719	0.0161982642950028	0.0126214413917137	"943/5743/25896/7100/51776/580/993/1894/4790/2247/836/5734/3673/3659/3596/1958/1026/5796/55872/10714/1111/355/894/10635/675/90427/5888/641/9212/672/8740/5971/10856/5600"	34
"632"	"ES_Adultos"	"GO:0070229"	"negative regulation of lymphocyte apoptotic process"	"8/1136"	"39/18870"	0.00194348543373967	0.0161982642950028	0.0126214413917137	"604/3558/972/3620/384/9212/596/602"	8
"633"	"ES_Adultos"	"GO:0038066"	"p38MAPK cascade"	"10/1136"	"57/18870"	0.00194730224703595	0.0161982642950028	0.0126214413917137	"80149/11221/51776/7422/10912/3965/8877/4616/3276/5600"	10
"634"	"ES_Adultos"	"GO:0043331"	"response to dsRNA"	"10/1136"	"57/18870"	0.00194730224703595	0.0161982642950028	0.0126214413917137	"57162/5899/64135/4790/115004/857/9188/5027/4792/5366"	10
"635"	"ES_Adultos"	"GO:0043371"	"negative regulation of CD4-positive, alpha-beta T cell differentiation"	"6/1136"	"23/18870"	0.00195353151540101	0.0161982642950028	0.0126214413917137	"80149/7292/84695/604/3558/3565"	6
"636"	"ES_Adultos"	"GO:0043373"	"CD4-positive, alpha-beta T cell lineage commitment"	"6/1136"	"23/18870"	0.00195353151540101	0.0161982642950028	0.0126214413917137	"149233/84695/3662/10538/9021/3594"	6
"637"	"ES_Adultos"	"GO:0045063"	"T-helper 1 cell differentiation"	"6/1136"	"23/18870"	0.00195353151540101	0.0161982642950028	0.0126214413917137	"64218/7292/8809/941/6363/5971"	6
"638"	"ES_Adultos"	"GO:0071359"	"cellular response to dsRNA"	"6/1136"	"23/18870"	0.00195353151540101	0.0161982642950028	0.0126214413917137	"5899/64135/4790/115004/857/5027"	6
"639"	"ES_Adultos"	"GO:0002903"	"negative regulation of B cell apoptotic process"	"5/1136"	"16/18870"	0.00195779773339977	0.0161982642950028	0.0126214413917137	"604/3558/972/9212/596"	5
"640"	"ES_Adultos"	"GO:0010273"	"detoxification of copper ion"	"5/1136"	"16/18870"	0.00195779773339977	0.0161982642950028	0.0126214413917137	"11315/4502/4493/4495/4496"	5
"641"	"ES_Adultos"	"GO:0010819"	"regulation of T cell chemotaxis"	"5/1136"	"16/18870"	0.00195779773339977	0.0161982642950028	0.0126214413917137	"6846/6375/3627/10563/8740"	5
"642"	"ES_Adultos"	"GO:0046642"	"negative regulation of alpha-beta T cell proliferation"	"5/1136"	"16/18870"	0.00195779773339977	0.0161982642950028	0.0126214413917137	"8764/6375/29126/384/3965"	5
"643"	"ES_Adultos"	"GO:0070230"	"positive regulation of lymphocyte apoptotic process"	"5/1136"	"16/18870"	0.00195779773339977	0.0161982642950028	0.0126214413917137	"27166/3620/29126/5027/3965"	5
"644"	"ES_Adultos"	"GO:1990169"	"stress response to copper ion"	"5/1136"	"16/18870"	0.00195779773339977	0.0161982642950028	0.0126214413917137	"11315/4502/4493/4495/4496"	5
"645"	"ES_Adultos"	"GO:0048659"	"smooth muscle cell proliferation"	"21/1136"	"175/18870"	0.00197842480141924	0.0163435092291155	0.0127346140372491	"3725/5743/3398/6772/2247/7015/3673/3596/1839/7124/1026/4602/7128/10221/3717/8013/3458/3479/4331/55512/5739"	21
"646"	"ES_Adultos"	"GO:0009411"	"response to UV"	"19/1136"	"152/18870"	0.00198259285110002	0.0163525487873676	0.012741657523675	"51514/51776/993/836/1026/5796/55872/2237/595/10714/675/90427/9768/54962/9212/596/602/10856/5600"	19
"647"	"ES_Adultos"	"GO:0033002"	"muscle cell proliferation"	"27/1136"	"247/18870"	0.00200382084423036	0.0164765485182465	0.0128382762296903	"7161/3725/5743/3398/6772/2247/7015/3673/3596/1839/7124/1026/4602/7128/10221/3717/8013/983/3458/3479/4331/2353/2242/55512/10403/5739/5600"	27
"648"	"ES_Adultos"	"GO:0045926"	"negative regulation of growth"	"27/1136"	"247/18870"	0.00200382084423036	0.0164765485182465	0.0128382762296903	"7161/2023/1031/84722/64218/11221/2786/5270/55840/604/8614/1026/6788/1029/1594/8835/8482/4502/4493/4495/4496/9423/672/596/684/147906/5600"	27
"649"	"ES_Adultos"	"GO:0032088"	"negative regulation of NF-kappaB transcription factor activity"	"13/1136"	"87/18870"	0.00204074058428056	0.0166720146377789	0.0129905804597493	"80149/9447/1545/150684/4345/84868/7128/1029/6737/4792/84166/4793/602"	13
"650"	"ES_Adultos"	"GO:0033314"	"mitotic DNA replication checkpoint signaling"	"4/1136"	"10/18870"	0.00204639578166722	0.0166720146377789	0.0129905804597493	"63967/4998/90381/990"	4
"651"	"ES_Adultos"	"GO:0042368"	"vitamin D biosynthetic process"	"4/1136"	"10/18870"	0.00204639578166722	0.0166720146377789	0.0129905804597493	"4790/7124/1594/3458"	4
"652"	"ES_Adultos"	"GO:0044837"	"actomyosin contractile ring organization"	"4/1136"	"10/18870"	0.00204639578166722	0.0166720146377789	0.0129905804597493	"128239/1894/54443/29127"	4
"653"	"ES_Adultos"	"GO:0071803"	"positive regulation of podosome assembly"	"4/1136"	"10/18870"	0.00204639578166722	0.0166720146377789	0.0129905804597493	"1437/3567/7124/6624"	4
"654"	"ES_Adultos"	"GO:1901993"	"regulation of meiotic cell cycle phase transition"	"4/1136"	"10/18870"	0.00204639578166722	0.0166720146377789	0.0129905804597493	"993/995/7272/9088"	4
"655"	"ES_Adultos"	"GO:0007064"	"mitotic sister chromatid cohesion"	"7/1136"	"31/18870"	0.00206453182952071	0.0167428495930643	0.013045773980508	"991/699/151648/157570/79075/113130/83903"	7
"656"	"ES_Adultos"	"GO:0034311"	"diol metabolic process"	"7/1136"	"31/18870"	0.00206453182952071	0.0167428495930643	0.013045773980508	"6697/130367/1719/5092/2643/8877/573971"	7
"657"	"ES_Adultos"	"GO:0035767"	"endothelial cell chemotaxis"	"7/1136"	"31/18870"	0.00206453182952071	0.0167428495930643	0.013045773980508	"5872/10563/2247/7422/1960/57175/3164"	7
"658"	"ES_Adultos"	"GO:0009123"	"nucleoside monophosphate metabolic process"	"12/1136"	"77/18870"	0.00208034901170053	0.016845444052126	0.0131257140239953	"205/7371/129607/1841/10606/102157402/10591/1854/5198/7083/7298/1890"	12
"659"	"ES_Adultos"	"GO:0002707"	"negative regulation of lymphocyte mediated immunity"	"10/1136"	"58/18870"	0.00222848512235967	0.0179929074446346	0.0140198000627168	"6375/725/10039/941/604/84868/196/3965/634/259307"	10
"660"	"ES_Adultos"	"GO:0046822"	"regulation of nucleocytoplasmic transport"	"15/1136"	"109/18870"	0.00222882067782221	0.0179929074446346	0.0140198000627168	"11315/80149/5743/580/8536/1894/8870/3717/7295/983/3458/5901/9818/3320/7531"	15
"661"	"ES_Adultos"	"GO:0032102"	"negative regulation of response to external stimulus"	"45/1136"	"481/18870"	0.00225134971605931	0.0181210902088505	0.0141196781247434	"64218/11221/5270/4345/54625/10563/64116/4790/3558/2247/5734/3596/3565/84868/8870/7124/115004/135228/7128/5154/196/55872/5327/10221/6737/710/57175/3312/3559/5328/22876/3479/10906/4940/384/7301/8482/84166/708/9212/3965/9021/634/5329/11274"	45
"662"	"ES_Adultos"	"GO:0045814"	"negative regulation of gene expression, epigenetic"	"16/1136"	"120/18870"	0.00225151139625004	0.0181210902088505	0.0141196781247434	"4000/8520/604/4001/57673/9734/2146/100048912/1111/79723/3070/57379/1017/672/84823/29128"	16
"663"	"ES_Adultos"	"GO:0006935"	"chemotaxis"	"44/1136"	"468/18870"	0.00228073005884348	0.0183285255484098	0.0142813085891646	"1435/5872/64218/6846/6375/1130/6364/1233/4283/3627/6373/10563/2247/3148/3673/3565/1839/972/7422/5154/1960/6363/8061/57175/5328/3164/8600/8482/2242/6367/708/9423/3965/6346/6348/6351/6349/3219/8792/8740/6370/5329/1890/7226"	44
"664"	"ES_Adultos"	"GO:0001916"	"positive regulation of T cell mediated cytotoxicity"	"8/1136"	"40/18870"	0.00230325984069916	0.0183602810887609	0.0143060520236527	"149233/6375/6891/80328/80329/5027/3594/5817"	8
"665"	"ES_Adultos"	"GO:0040001"	"establishment of mitotic spindle localization"	"8/1136"	"40/18870"	0.00230325984069916	0.0183602810887609	0.0143060520236527	"1058/4085/89958/9700/51203/5347/3837/10403"	8
"666"	"ES_Adultos"	"GO:0042307"	"positive regulation of protein import into nucleus"	"8/1136"	"40/18870"	0.00230325984069916	0.0183602810887609	0.0143060520236527	"80149/5743/1894/3717/983/3458/5901/3320"	8
"667"	"ES_Adultos"	"GO:0043368"	"positive T cell selection"	"8/1136"	"40/18870"	0.00230325984069916	0.0183602810887609	0.0143060520236527	"149233/84695/972/3662/10538/9021/596/3594"	8
"668"	"ES_Adultos"	"GO:0070232"	"regulation of T cell apoptotic process"	"8/1136"	"40/18870"	0.00230325984069916	0.0183602810887609	0.0143060520236527	"27166/3620/29126/5027/384/3965/596/602"	8
"669"	"ES_Adultos"	"GO:0052547"	"regulation of peptidase activity"	"32/1136"	"312/18870"	0.00230546761272973	0.0183602810887609	0.0143060520236527	"11315/1718/9447/356/3329/3336/5270/55081/8743/27074/27166/7124/5696/5698/7422/80759/54205/857/3717/1612/9966/710/330/355/2597/5720/5721/112399/5684/3965/5366/5329"	32
"670"	"ES_Adultos"	"GO:0031667"	"response to nutrient levels"	"46/1136"	"495/18870"	0.00230883985871825	0.0183602810887609	0.0143060520236527	"80149/84879/6566/2153/5743/467/1545/5899/151556/6772/3485/7037/3627/3673/8614/4049/7124/1026/7532/7071/80010/3371/445/3992/3312/3601/355/7421/1594/9365/5106/2353/1543/2242/84706/3291/1728/8140/83990/55062/7298/5366/8792/596/25959/875"	46
"671"	"ES_Adultos"	"GO:0009612"	"response to mechanical stimulus"	"24/1136"	"213/18870"	0.00232459815984859	0.0184580032990962	0.0143821956849705	"943/5743/7100/6772/3485/5270/3627/4790/2247/5734/3673/3659/3596/7124/3786/3371/8061/1111/355/5027/4792/2353/8792/8740"	24
"672"	"ES_Adultos"	"GO:0001558"	"regulation of cell growth"	"40/1136"	"417/18870"	0.0024717880503369	0.019496006145652	0.0151909917296355	"55210/2023/84879/1031/23566/84722/64218/9928/2786/5270/1154/55840/604/952/3558/1839/1026/57699/10591/7422/6446/54512/1029/3371/2017/84259/1594/8835/3479/23191/8482/9423/27346/3487/672/8877/596/684/634/147906"	40
"673"	"ES_Adultos"	"GO:0042330"	"taxis"	"44/1136"	"470/18870"	0.00247230868183834	0.019496006145652	0.0151909917296355	"1435/5872/64218/6846/6375/1130/6364/1233/4283/3627/6373/10563/2247/3148/3673/3565/1839/972/7422/5154/1960/6363/8061/57175/5328/3164/8600/8482/2242/6367/708/9423/3965/6346/6348/6351/6349/3219/8792/8740/6370/5329/1890/7226"	44
"674"	"ES_Adultos"	"GO:0034138"	"toll-like receptor 3 signaling pathway"	"6/1136"	"24/18870"	0.00247364739629983	0.019496006145652	0.0151909917296355	"57162/57590/84868/7124/7128/857"	6
"675"	"ES_Adultos"	"GO:1903902"	"positive regulation of viral life cycle"	"6/1136"	"24/18870"	0.00247364739629983	0.019496006145652	0.0151909917296355	"972/6737/7301/3965/3838/3956"	6
"676"	"ES_Adultos"	"GO:2000001"	"regulation of DNA damage checkpoint"	"6/1136"	"24/18870"	0.00247364739629983	0.019496006145652	0.0151909917296355	"51776/580/675/5888/79968/672"	6
"677"	"ES_Adultos"	"GO:0002360"	"T cell lineage commitment"	"7/1136"	"32/18870"	0.00250731046999809	0.0197029419503543	0.0153522329640869	"149233/84695/3662/10538/9021/596/3594"	7
"678"	"ES_Adultos"	"GO:0009072"	"aromatic amino acid metabolic process"	"7/1136"	"32/18870"	0.00250731046999809	0.0197029419503543	0.0153522329640869	"11315/84842/3620/5092/2184/125061/259307"	7
"679"	"ES_Adultos"	"GO:1901617"	"organic hydroxy compound biosynthetic process"	"27/1136"	"251/18870"	0.00251902227816878	0.019765779527814	0.015401195049571	"11315/1718/6697/4929/114880/79644/4790/2247/23657/1719/134429/7124/29968/23682/5092/2805/1594/3458/9365/5106/2643/3706/11001/8877/3613/573971/9619"	27
"680"	"ES_Adultos"	"GO:0043433"	"negative regulation of DNA-binding transcription factor activity"	"20/1136"	"167/18870"	0.00255958797922322	0.0200545037547387	0.0156261645797706	"7293/80149/9447/6375/7292/3398/1545/150684/8553/4345/84868/4794/7128/10221/1029/6737/4792/84166/4793/602"	20
"681"	"ES_Adultos"	"GO:0019362"	"pyridine nucleotide metabolic process"	"12/1136"	"79/18870"	0.00259658405695495	0.0202846214140974	0.0158054687631016	"5226/9540/83666/952/25819/10135/3620/5223/3418/1728/125061/4200"	12
"682"	"ES_Adultos"	"GO:0046496"	"nicotinamide nucleotide metabolic process"	"12/1136"	"79/18870"	0.00259658405695495	0.0202846214140974	0.0158054687631016	"5226/9540/83666/952/25819/10135/3620/5223/3418/1728/125061/4200"	12
"683"	"ES_Adultos"	"GO:0002704"	"negative regulation of leukocyte mediated immunity"	"11/1136"	"69/18870"	0.00261744441414662	0.0204176015883578	0.015909084894134	"6375/725/10039/941/604/84868/196/3965/684/634/259307"	11
"684"	"ES_Adultos"	"GO:0006544"	"glycine metabolic process"	"5/1136"	"17/18870"	0.0026373258546171	0.0204825891190701	0.0159597221905219	"26227/1719/2731/6472/573971"	5
"685"	"ES_Adultos"	"GO:0051447"	"negative regulation of meiotic cell cycle"	"5/1136"	"17/18870"	0.0026373258546171	0.0204825891190701	0.0159597221905219	"9319/7272/286151/9088/3976"	5
"686"	"ES_Adultos"	"GO:0051782"	"negative regulation of cell division"	"5/1136"	"17/18870"	0.0026373258546171	0.0204825891190701	0.0159597221905219	"259266/79733/144455/641/9212"	5
"687"	"ES_Adultos"	"GO:0043280"	"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process"	"15/1136"	"111/18870"	0.00266868872701122	0.0206658282790389	0.0161024993594885	"356/3329/3336/55081/8743/7124/80759/54205/3717/1612/9966/355/112399/3965/5366"	15
"688"	"ES_Adultos"	"GO:1905954"	"positive regulation of lipid localization"	"15/1136"	"111/18870"	0.00266868872701122	0.0206658282790389	0.0161024993594885	"80149/356/1622/4790/27166/4602/857/29923/51083/5027/8600/4792/8792/718/9619"	15
"689"	"ES_Adultos"	"GO:0010950"	"positive regulation of endopeptidase activity"	"19/1136"	"156/18870"	0.00267299934401146	0.0206691228345072	0.0161050664270458	"9447/356/3329/3336/55081/8743/27166/7124/80759/54205/3717/1612/9966/355/5720/5721/112399/3965/5366"	19
"690"	"ES_Adultos"	"GO:0001914"	"regulation of T cell mediated cytotoxicity"	"9/1136"	"50/18870"	0.00269258400256432	0.0207602128893365	0.0161760424135748	"149233/6375/6891/80328/80329/5027/3594/634/5817"	9
"691"	"ES_Adultos"	"GO:1902041"	"regulation of extrinsic apoptotic signaling pathway via death domain receptors"	"9/1136"	"50/18870"	0.00269258400256432	0.0207602128893365	0.0161760424135748	"11315/8682/467/3148/7128/6788/672/5366/3383"	9
"692"	"ES_Adultos"	"GO:0150077"	"regulation of neuroinflammatory response"	"8/1136"	"41/18870"	0.00271322630633247	0.0208890939937608	0.0162764646116799	"5743/4345/3565/7124/747/3479/6348/8877"	8
"693"	"ES_Adultos"	"GO:0050921"	"positive regulation of chemotaxis"	"18/1136"	"145/18870"	0.00277231625688568	0.02131318278415	0.0166069081527469	"1435/6846/6375/1233/3627/10563/2247/3673/3565/972/7422/6363/708/3965/6346/6348/6351/8740"	18
"694"	"ES_Adultos"	"GO:0006520"	"amino acid metabolic process"	"30/1136"	"291/18870"	0.00287415544827691	0.0220642236433379	0.017192107777496	"11315/1503/84842/26227/55157/4953/51540/64116/23657/1719/3620/2731/29968/445/80150/5092/2805/586/6472/4522/384/2108/2184/84706/5198/125061/5831/573971/259307/875"	30
"695"	"ES_Adultos"	"GO:0071241"	"cellular response to inorganic substance"	"25/1136"	"229/18870"	0.00292836080262736	0.0224479531267688	0.0174911039598765	"25932/3725/5743/1894/64116/890/57699/3786/7186/10105/1017/8914/2353/5888/3706/1543/641/4502/4493/4495/4496/55512/1728/4884/7226"	25
"696"	"ES_Adultos"	"GO:0032922"	"circadian regulation of gene expression"	"11/1136"	"70/18870"	0.00294018619147826	0.0225061734369271	0.0175364683408427	"3398/8553/25819/1958/196/10135/112464/10419/463/124626/5971"	11
"697"	"ES_Adultos"	"GO:0006221"	"pyrimidine nucleotide biosynthetic process"	"7/1136"	"33/18870"	0.00301960832583541	0.0230477995601784	0.0179584951855921	"1503/7371/129607/1841/1854/4830/7298"	7
"698"	"ES_Adultos"	"GO:1904893"	"negative regulation of receptor signaling pathway via STAT"	"7/1136"	"33/18870"	0.00301960832583541	0.0230477995601784	0.0179584951855921	"54625/857/22876/8835/8651/9021/602"	7
"699"	"ES_Adultos"	"GO:0001660"	"fever generation"	"4/1136"	"11/18870"	0.0030633611292421	0.023083684429983	0.0179864561308415	"5743/7124/8600/8792"	4
"700"	"ES_Adultos"	"GO:0006828"	"manganese ion transport"	"4/1136"	"11/18870"	0.0030633611292421	0.023083684429983	0.0179864561308415	"64116/23516/84102/7226"	4
"701"	"ES_Adultos"	"GO:0032060"	"bleb assembly"	"4/1136"	"11/18870"	0.0030633611292421	0.023083684429983	0.0179864561308415	"23566/54443/2012/5027"	4
"702"	"ES_Adultos"	"GO:0034139"	"regulation of toll-like receptor 3 signaling pathway"	"4/1136"	"11/18870"	0.0030633611292421	0.023083684429983	0.0179864561308415	"57162/57590/7128/857"	4
"703"	"ES_Adultos"	"GO:0035561"	"regulation of chromatin binding"	"4/1136"	"11/18870"	0.0030633611292421	0.023083684429983	0.0179864561308415	"83666/151636/51053/81620"	4
"704"	"ES_Adultos"	"GO:0046940"	"nucleoside monophosphate phosphorylation"	"4/1136"	"11/18870"	0.0030633611292421	0.023083684429983	0.0179864561308415	"205/129607/1841/102157402"	4
"705"	"ES_Adultos"	"GO:0048304"	"positive regulation of isotype switching to IgG isotypes"	"4/1136"	"11/18870"	0.0030633611292421	0.023083684429983	0.0179864561308415	"4292/3558/3565/79915"	4
"706"	"ES_Adultos"	"GO:0051987"	"positive regulation of attachment of spindle microtubules to kinetochore"	"4/1136"	"11/18870"	0.0030633611292421	0.023083684429983	0.0179864561308415	"55143/891/9212/332"	4
"707"	"ES_Adultos"	"GO:0085020"	"protein K6-linked ubiquitination"	"4/1136"	"11/18870"	0.0030633611292421	0.023083684429983	0.0179864561308415	"29089/580/672/27338"	4
"708"	"ES_Adultos"	"GO:0006312"	"mitotic recombination"	"6/1136"	"25/18870"	0.00309124306284945	0.0231625536540268	0.0180479098317289	"348654/4292/675/7517/5888/11144"	6
"709"	"ES_Adultos"	"GO:0008156"	"negative regulation of DNA replication"	"6/1136"	"25/18870"	0.00309124306284945	0.0231625536540268	0.0180479098317289	"604/51053/8914/54962/81620/990"	6
"710"	"ES_Adultos"	"GO:0009110"	"vitamin biosynthetic process"	"6/1136"	"25/18870"	0.00309124306284945	0.0231625536540268	0.0180479098317289	"4790/7124/29968/1594/3458/60386"	6
"711"	"ES_Adultos"	"GO:0046697"	"decidualization"	"6/1136"	"25/18870"	0.00309124306284945	0.0231625536540268	0.0180479098317289	"5743/8614/7421/1594/2706/3976"	6
"712"	"ES_Adultos"	"GO:0035094"	"response to nicotine"	"9/1136"	"51/18870"	0.0030983420039534	0.0231830934754319	0.0180639141484469	"4790/23657/836/9456/3596/7124/8973/1138/596"	9
"713"	"ES_Adultos"	"GO:0045124"	"regulation of bone resorption"	"8/1136"	"42/18870"	0.00317798103813724	0.0236790744018069	0.0184503749494095	"7037/952/7128/169200/56834/5027/8600/8792"	8
"714"	"ES_Adultos"	"GO:0071634"	"regulation of transforming growth factor beta production"	"8/1136"	"42/18870"	0.00317798103813724	0.0236790744018069	0.0184503749494095	"6375/5743/4345/3596/3326/4602/2615/3965"	8
"715"	"ES_Adultos"	"GO:0140467"	"integrated stress response signaling"	"8/1136"	"42/18870"	0.00317798103813724	0.0236790744018069	0.0184503749494095	"3725/55509/51776/9603/8061/2353/10538/23645"	8
"716"	"ES_Adultos"	"GO:0010833"	"telomere maintenance via telomere lengthening"	"12/1136"	"81/18870"	0.00321244482578127	0.0239023866757432	0.0186243764798331	"64858/4751/7015/22948/55651/3326/6950/908/3320/5888/80119/9212"	12
"717"	"ES_Adultos"	"GO:1903320"	"regulation of protein modification by small protein conjugation or removal"	"26/1136"	"243/18870"	0.00321970430099443	0.0239229425716346	0.0186403933215467	"11315/378708/80149/991/2034/150684/57162/151636/4085/1958/3326/7128/7965/857/3301/6737/330/84259/54602/3320/55215/5347/672/8877/201254/27338"	26
"718"	"ES_Adultos"	"GO:0030856"	"regulation of epithelial cell differentiation"	"20/1136"	"171/18870"	0.00337254361031545	0.0249887632407774	0.019470864590855	"7161/200734/6772/79413/2247/3596/7124/7422/135228/54806/857/2146/595/7421/1594/3458/2118/9294/634/3976"	20
"719"	"ES_Adultos"	"GO:0051897"	"positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction"	"20/1136"	"171/18870"	0.00337254361031545	0.0249887632407774	0.019470864590855	"11315/10855/2247/1839/7124/3326/5154/6788/3717/57462/6363/4915/7295/3479/8600/10979/3320/708/6348/5008"	20
"720"	"ES_Adultos"	"GO:0001659"	"temperature homeostasis"	"21/1136"	"183/18870"	0.00340010350237292	0.025157928557196	0.0196026756347918	"2827/26027/5743/50486/2271/2034/8809/3596/3565/1958/3662/7124/7422/857/2171/3717/10912/6319/8600/8792/7226"	21
"721"	"ES_Adultos"	"GO:0010038"	"response to metal ion"	"35/1136"	"359/18870"	0.00343269777127824	0.0253421098185712	0.0197461868748582	"11315/25932/3725/5743/7781/1841/5359/1894/7037/64116/836/7015/9456/57699/4521/857/3786/445/983/10105/5027/4331/2353/3706/1543/4502/4493/4495/4496/55512/1728/4884/3613/596/7226"	35
"722"	"ES_Adultos"	"GO:0006304"	"DNA modification"	"14/1136"	"103/18870"	0.0034532428909465	0.0253421098185712	0.0197461868748582	"1545/10039/55247/3182/10973/57673/2146/54512/3070/57379/7374/10419/2353/9582"	14
"723"	"ES_Adultos"	"GO:0002827"	"positive regulation of T-helper 1 type immune response"	"5/1136"	"18/18870"	0.0034726312138606	0.0253421098185712	0.0197461868748582	"149233/6375/8809/9466/3594"	5
"724"	"ES_Adultos"	"GO:0006735"	"NADH regeneration"	"5/1136"	"18/18870"	0.0034726312138606	0.0253421098185712	0.0197461868748582	"2023/3099/5223/7167/5315"	5
"725"	"ES_Adultos"	"GO:0010755"	"regulation of plasminogen activation"	"5/1136"	"18/18870"	0.0034726312138606	0.0253421098185712	0.0197461868748582	"2023/5270/5327/5328/5329"	5
"726"	"ES_Adultos"	"GO:0035455"	"response to interferon-alpha"	"5/1136"	"18/18870"	0.0034726312138606	0.0253421098185712	0.0197461868748582	"27074/10581/8519/10410/684"	5
"727"	"ES_Adultos"	"GO:0061621"	"canonical glycolysis"	"5/1136"	"18/18870"	0.0034726312138606	0.0253421098185712	0.0197461868748582	"2023/3099/5223/7167/5315"	5
"728"	"ES_Adultos"	"GO:0061718"	"glucose catabolic process to pyruvate"	"5/1136"	"18/18870"	0.0034726312138606	0.0253421098185712	0.0197461868748582	"2023/3099/5223/7167/5315"	5
"729"	"ES_Adultos"	"GO:0090713"	"immunological memory process"	"5/1136"	"18/18870"	0.0034726312138606	0.0253421098185712	0.0197461868748582	"8764/149233/7292/604/3594"	5
"730"	"ES_Adultos"	"GO:1904872"	"regulation of telomerase RNA localization to Cajal body"	"5/1136"	"18/18870"	0.0034726312138606	0.0253421098185712	0.0197461868748582	"22948/55651/6950/908/10856"	5
"731"	"ES_Adultos"	"GO:0046638"	"positive regulation of alpha-beta T cell differentiation"	"9/1136"	"52/18870"	0.00355076971937381	0.0258414431013252	0.0201352597809692	"149233/7292/941/9308/6363/3458/8651/3965/3594"	9
"732"	"ES_Adultos"	"GO:1900087"	"positive regulation of G1/S transition of mitotic cell cycle"	"9/1136"	"52/18870"	0.00355076971937381	0.0258414431013252	0.0201352597809692	"6491/6241/7015/6240/5962/894/7027/1543/990"	9
"733"	"ES_Adultos"	"GO:0150076"	"neuroinflammatory response"	"12/1136"	"82/18870"	0.00356188438701083	0.0258869193154339	0.0201706941559515	"5743/4345/3596/3565/7124/3717/1270/747/3458/3479/6348/8877"	12
"734"	"ES_Adultos"	"GO:0046824"	"positive regulation of nucleocytoplasmic transport"	"10/1136"	"62/18870"	0.00369588959927487	0.0267512009090372	0.0208441292401639	"80149/5743/8536/1894/3717/983/3458/5901/3320/7531"	10
