logFC	logCPM	PValue	FDR
DUOXA1	-0.286405529487445	-2.70943731547546	0.880309455944582	1
LAT2	0.0774825075773587	2.35765102651362	0.880313834448415	1
LRP10	-0.0280412474319692	7.68086636455264	0.88033475227314	1
GDF9	-0.0896584136541908	0.549970164766187	0.880426718598021	1
PPIAL4A	-0.247516742996728	-1.69125982871383	0.880469543858027	1
MMAB	0.0416440681339618	4.18093950414386	0.880483759912188	1
PARD3	0.201225863863954	-1.4582214053867	0.880503418625702	1
DMXL1-DT	0.160395421037686	-1.44297862941385	0.880512702247094	1
ELP1	-0.0263178853018702	6.53130540815232	0.880662599801875	1
FAM168B	-0.0232076377999698	7.04644291079669	0.880713615722691	1
RAB31	-0.207641748527829	-0.31572879836999	0.88073859789764	1
GMNN	-0.0578888084468445	2.53845502383153	0.880758461681658	1
LINC00412	0.238761051107529	-2.60788130700815	0.880793655787689	1
C1orf43	0.0260396584752297	6.75627102049866	0.880866774601047	1
LIMA1	-0.0331475120462494	4.18042631670764	0.880882652995947	1
MACROH2A1	-0.0249022633336923	7.08941884357367	0.880885996261258	1
MED6	0.0263724481384135	4.85792782664204	0.88088882454779	1
NEURL4	0.0301390893388536	5.72542329655001	0.880949659479096	1
PLEKHA1	-0.0349338419308324	6.53547831945627	0.880969486247653	1
PDRG1	0.0377795616683386	4.10897553000086	0.88098683947857	1
CADM4	-0.0805153935498153	0.719930835231659	0.881049489216659	1
NME6	0.0262251459167512	4.95950862748809	0.881061100492482	1
CHMP1A	0.028711319358579	5.69570545255689	0.881069573999976	1
SDCCAG8	-0.0298322658632308	4.37060770931607	0.881083109242337	1
SMPD4	0.0244597908019446	6.8520205475513	0.881100247903882	1
GRAPL	-0.183014511762503	2.83172277945924	0.881155507014304	1
H4C9	0.208623657978714	-2.43233509934448	0.881187343891646	1
DAZAP2	-0.0253977787637941	8.56371992480206	0.881197050853673	1
OST4	-0.0333021048127012	6.68985679920174	0.881278470388839	1
LINC02381	-0.565907948265352	-3.33124343295653	0.881307141014269	1
PLCB4	-0.368883733513696	-2.38173184131454	0.881314618734393	1
EEF1B2	0.034813450051307	9.95728330824555	0.881315240284703	1
EFEMP2	0.0543904332417817	2.62654589927969	0.88132532216472	1
KLHL20	0.0345520741445876	4.51732289337853	0.88139057903564	1
BTD	-0.036051377297404	4.78573411815452	0.881637139423546	1
CAPN8	0.33344893753705	-2.62568267575506	0.88171944114466	1
CNR2	-0.101181383217636	0.437796949329405	0.881722693323263	1
SLC35F6	-0.035860012788933	4.03061017708167	0.881748280496252	1
DYM	-0.025409473741892	5.51918095314405	0.881755903668975	1
IFT52	0.0385044802822194	3.7588852908857	0.88179165397485	1
LRRC37A2	0.059298531593301	6.68834654078039	0.881827740076966	1
RDX	-0.0407833989364196	3.5873999116476	0.881873117861807	1
LUNAR1	0.311358812549999	-2.20764816054085	0.882049746891516	1
CHP1	0.0283846226821787	4.6807194365794	0.882074579892958	1
CHRAC1	-0.0313421543974797	4.7939531128017	0.882201204575785	1
YIPF1	0.0318464638564393	4.23929120361262	0.882300138366786	1
C10orf143	0.0483975515434152	3.69448657542448	0.882308267219818	1
RAE1	0.0242022042317194	5.42499890351002	0.882310979684953	1
LINC02397	0.286741767931533	-2.3461539334336	0.882324867484061	1
ZFYVE1	-0.0303482669331385	4.37619774749802	0.882394238882213	1
ANKRD17-DT	-0.256048111682206	-2.48775460567959	0.882502519392068	1
LRRC23	-0.0532646572099778	2.57520178186255	0.88254742880757	1
EDC3	0.0248758663084108	5.25873071226347	0.882634630047526	1
AMIGO3	-0.29533000381352	-0.765661929124045	0.882690579599717	1
NT5C2	-0.0287534504700759	6.26696831618576	0.882751461927693	1
ACOX3	0.0445046343895145	3.25423393754908	0.88283176753125	1
LAMB3	0.0949739892902672	0.646902175704941	0.882886554439539	1
RP9	0.0306426570195477	4.49525897695763	0.882993420408558	1
FBLN2	-0.367159138201248	-2.69722399759084	0.882994252135854	1
SPMIP1	-0.153871961982331	-0.900071267152387	0.883023002046479	1
SAE1	0.0277608881976091	5.94972746829823	0.883134500855059	1
RDH11	-0.0250161071535388	6.33735755467208	0.883186384165421	1
CD34	-0.19602427796863	1.5072498751448	0.883257345792111	1
MDK	-0.10263273216566	0.347235692686493	0.883361535393251	1
FAM66D	0.123265584228981	0.423432372729875	0.883371096777618	1
ZNF784	0.0537149740021331	2.60334442322394	0.883385218163241	1
C11orf71	0.0469587011410595	3.44920845229598	0.883482192326045	1
TNNT2	0.530873776233066	-3.00874005539804	0.883493357606177	1
SLC16A4	0.0773514859374063	0.702063271644574	0.883495100051559	1
MOCS2	-0.0253664427206925	5.08282909346521	0.883496985900688	1
ARHGEF25	0.102668969360581	-0.85826014574955	0.883497610759846	1
REXO1	0.02457122104454	6.09269532623809	0.883542345411161	1
LINC01948	0.101819334311378	1.15459240498173	0.883580067677562	1
SLC6A8	-0.0980087194912767	0.542517906092331	0.883827981111622	1
SHANK1	-0.397949069443721	-2.88192248698666	0.883853534997025	1
WDR24	0.035929572522819	3.87737001694413	0.883928243607844	1
KRTCAP2	-0.0287162131715432	6.14064103592704	0.884004353051363	1
CSNK1D	0.0232258300085323	7.60430561882783	0.884061873489986	1
ZNF747-DT	-0.0629789105725745	2.22895109952705	0.884204795434449	1
MDH2	-0.0289447148069876	6.1231027181912	0.884215003304909	1
KEL	0.282660118222916	-2.50251785194445	0.884296148600706	1
TIMP2	-0.106129484190044	3.0827155757824	0.884333830275265	1
MLC1	0.19298100704949	1.16086289476371	0.884363611165654	1
GGTA1	-0.246267568661568	-2.20758579231761	0.884456316587455	1
MMRN1	-0.120730850893562	-0.197712740595426	0.884581781445835	1
DDOST	0.0281597862113646	6.61338982156151	0.884621982079312	1
ADAT3	0.0625178754562128	1.89066213328886	0.884666380898278	1
DAAM2	-0.20667588429224	-1.91038954074705	0.884706057862174	1
RUVBL1	-0.0323617876237184	4.86019633297806	0.884986016947365	1
AP1G2-AS1	-0.0292702779090109	5.42018538042633	0.885026889323179	1
ASB8	0.0228936086485688	5.68182097740166	0.88506743328022	1
ANKRD36B	0.0550932020614383	4.05823640616448	0.885110257917144	1
BRPF3-AS1	-0.0592479284891354	2.04916503358896	0.885110758510216	1
WAC	0.0254787992215399	8.06159919004534	0.885280204634006	1
SEPHS1	0.0243245386345873	5.16197369985739	0.885327031844903	1
PROM2	-0.10708262775259	-0.440064885017949	0.88551330064135	1
SRMS	-0.216675236373388	-2.32336909428324	0.885522505305291	1
F2R	-0.0870873865985466	2.18177782229737	0.885706933015038	1
PMS1	0.027912551969565	4.61019822052528	0.885755084722709	1
ZNF517	-0.0342475388580211	3.84091815943002	0.885895089131763	1
LINC02449	0.114932895919436	-0.0400053838103011	0.885901559606782	1
FAM118B	0.0391912731765312	3.58328478637508	0.885974640259984	1
CEP76	0.0465897035455407	3.09786198918427	0.885995819951514	1
MRPL20	0.0284033830122607	5.98611777483231	0.886252282565072	1
CPNE5	0.188562167395568	0.695102718307334	0.88625289702474	1
EIF3H	0.0259651528731256	8.67281051463901	0.886266419273664	1
IL17D	0.103599413494317	-0.407396764478239	0.88661399219224	1
FBXO10	0.0700124062814638	1.4568580004859	0.886626172762269	1
TMSB15B	0.0695560858117827	1.72745006508301	0.886655152784716	1
OBSCN-AS1	-0.0618148228787561	1.43678248250177	0.88680990394485	1
FSTL1	0.205927063986601	-1.16472818382519	0.886832679211889	1
LRRC34	-0.0653997680114714	1.56928345434978	0.886983162413401	1
GCLC	-0.0271502623649781	5.41332275320057	0.887027381399036	1
CCDC78	-0.0732663587424668	1.76511883780368	0.887074648423145	1
ZC3H18	0.0224672213600153	6.34567839823173	0.887110710574644	1
TP53RK	0.0266330415168758	5.23338536013856	0.887140258718388	1
STAU2	0.0313050489987365	4.37478056073379	0.887153832855279	1
LRRC63	-0.0906253042912909	0.822205950725856	0.887172536700419	1
TAS2R50	-0.32836850425986	-2.83710632024386	0.887194753274036	1
EIF1AD	-0.024262724558347	5.57861845214244	0.887255486799973	1
MRPS12	-0.0398818144032909	3.93335710526025	0.887288460430974	1
ZKSCAN8P1	0.0925274997135707	-0.38603613120998	0.887336975750914	1
VPS39	-0.022201526411798	6.62849523726594	0.887466610338965	1
IGKV1D-33	-0.238916552718181	2.21198546840923	0.887685717669647	1
SLIRP	0.0408882413549415	3.52885747666147	0.88780529338636	1
RSL1D1-DT	0.29321822613156	-2.46584394751379	0.887870589687311	1
SCN3A	-0.131521506843696	-2.79934831543227	0.887964193254281	1
TCL6	0.115571794580226	1.00734773526038	0.888011688199175	1
WFDC2	-0.152580155652106	-1.49339720077316	0.888042466102923	1
HINFP	0.0249160379205318	5.90556438062098	0.888065944566547	1
MYO18B	-0.189751049973007	-1.7092459241389	0.888249109097597	1
TAC4	0.209409893258061	-2.33624410201014	0.888360422981587	1
SCOC-AS1	-0.0758163597837512	0.587550210689993	0.888391138785902	1
KLHL14	-0.221824578019278	-0.0805010241277267	0.888409954211683	1
PTCD1	-0.0298395406468671	4.49194323213834	0.888497492808508	1
MICU2	0.0233471478292474	6.05676098388696	0.888501727042794	1
ZNF622	0.0279580575824424	4.96795965544724	0.888507913558019	1
RHOB	0.0730326471107291	2.18010879180649	0.888587921498973	1
UQCC6	-0.0424427618029009	3.13929804451452	0.888664484089481	1
PINX1	0.0394672079715154	3.7242382631975	0.888687370204424	1
MKLN1-AS	-0.0979427872553429	1.10816176081964	0.888690289682072	1
VPS37B	-0.0295164205010679	5.35039787728226	0.888899637232527	1
CUL7	0.0292484015792368	4.27423821101236	0.888909927959775	1
FZD9	0.220719994668593	-2.54100746629136	0.888915557621553	1
MRS2	0.0238634592090478	5.34123109020507	0.888999251030878	1
TTC24	-0.0977607622794408	2.28781608422941	0.889052866427384	1
FRMD4A	-0.0426488832517726	3.13843544728524	0.889099027592531	1
COL1A2	-0.209378677757815	-2.45513022066088	0.889216386837238	1
HDLBP	-0.0227846745358792	7.13018975012166	0.889312610586235	1
GBGT1	0.0741791489261817	1.41693129146998	0.889392463899858	1
RCAN1	0.0400262335649	3.30808177246465	0.889504474599514	1
PCDHB2	-0.186448949010202	-2.62147978426242	0.889552498756422	1
VPS33B	0.0295511803433188	4.41115507018646	0.889579009509366	1
ATP10A	-0.0316888524429368	6.26117985556505	0.889650442197625	1
DCHS2	-0.276192190618535	-3.02631012869354	0.889684635313119	1
FNBP4	0.0322443165347892	8.41806004916149	0.889787252945299	1
MRPS15	-0.0271486982858806	5.10004755808842	0.889856792425151	1
THRB	0.235289833637252	-2.64779780319658	0.889871034593262	1
SARNP	-0.0276550306282714	4.76697575317872	0.889905626440636	1
TEKT4P2	-0.135288680967256	3.90351155795013	0.890005676333375	1
COX20	-0.0261907899391571	6.09283847902052	0.890014848278737	1
F8A2	-0.22459030913485	3.45240144211133	0.890017046784958	1
F8A3	-0.22459030913485	3.45240144211133	0.890017046784958	1
PIGB	0.0372906978876003	3.79527290927677	0.890093359200057	1
COX6B1	-0.0340772264833194	6.13033061028644	0.890219496425918	1
TUBB1	0.102274959007478	0.317102965925339	0.890222341490715	1
MYH15	0.420573130601895	-2.64436888287273	0.890358062242551	1
SPAG7	-0.0288228005034037	5.04625134438428	0.890359889279777	1
DENND5A	-0.0240715622511307	7.43435156370287	0.890366208851414	1
PTMS	0.0774533662733323	1.8606271889654	0.890518688584321	1
RTN4RL1	0.154694225652646	-1.26927081598316	0.890611718114327	1
MFAP3L	0.0953687802177342	0.782832414381213	0.890684548046931	1
ODAPH	-0.12565373614828	-1.36654493999585	0.890751265613963	1
ZSCAN16	-0.0346198315914716	3.81121371999427	0.89086947419096	1
APP-DT	-0.188814459708078	-2.26571693940609	0.890900394216177	1
SNAP23	0.0215869792037752	6.06993166067836	0.89093405257303	1
ARHGAP22	-0.182995650566618	0.000787519600601655	0.890988761994559	1
HAS1	0.225454416957727	-2.73201845579274	0.891134395929722	1
MYO19	0.0264678066265621	5.12892900083007	0.891185910917437	1
ARL6	-0.0560312397304263	2.18897853524511	0.891197512672619	1
SLC24A3	0.187601790409573	-0.488445530077867	0.891209761874384	1
VRK1	-0.0239556344374721	4.9009085858598	0.891214935050936	1
ANK2	-0.368990693315388	-2.50212088293508	0.891282258785179	1
ATG13	-0.0224256481042116	6.57837843651523	0.891350651347617	1
ZNF233	0.0721216674586621	0.663762087635037	0.891452906246579	1
PEMT	0.0658583162667165	1.85146558768928	0.891496823090164	1
SPEF2	-0.0335928178687551	3.76333987061765	0.891583223139885	1
MEIS1-AS2	0.565101113010959	-2.83182722038948	0.89168657185269	1
ZC3H11A	-0.0259748639349783	8.61273456074056	0.891869297309717	1
RPL7	-0.0267834546504933	11.0737236584863	0.891872186304575	1
C12orf57	0.0329366478215499	7.42441201666843	0.89190492204248	1
SPACA5B	-0.350785015824972	-2.19780000218706	0.891950930558697	1
FBXO45	0.0321585911326024	4.01080474044359	0.891967988863529	1
FAM168A	-0.0271326761166704	5.46898090852221	0.891992762200392	1
PI15	0.357649340798401	-2.49901688733572	0.892010482852648	1
KCNG2	-0.413557321435267	-2.80708054052294	0.892016222423605	1
TRIOBP	-0.0341665062732942	4.69968439102265	0.892084684890069	1
H2BC11	-0.349200282746865	-2.63337318659129	0.892094505746216	1
LENG9	0.065979051190866	1.30641875748741	0.892123589781604	1
HIPK2	-0.0304993224012204	6.07980263203266	0.892151281843784	1
TMOD4	-0.0607757349710813	2.11872026982644	0.892174203000208	1
RASL11B	-0.154604901287025	-2.43397860388767	0.892205583729613	1
NMNAT3	-0.0399434425277471	3.55870182040053	0.892276457031773	1
C8orf88	-0.0927988089324204	-0.176627581510783	0.892375124518618	1
CELF3	-0.092094627410266	-0.305727542032097	0.892404267372998	1
INO80C	-0.0417465021557498	3.98159542302633	0.892518025296677	1
GOLGA6A	-0.221209065892256	-2.81163409690014	0.892541955578453	1
DYNLT2B	0.0643308939471063	1.6375845151629	0.892656247286663	1
SURF1	0.0332414727513183	4.97563294788999	0.892691188172136	1
NEK3	0.0703182151071253	1.50123533147262	0.892729475911421	1
MAN1B1-DT	-0.0965562261362481	0.0819029596552125	0.892737190481223	1
ZFAND2A-DT	0.0728945128054518	1.48237258088729	0.892770958058943	1
CCDC144NL	0.294305700280467	-2.9446865024725	0.892930476792631	1
PARS2	-0.049421645645141	2.42111403961153	0.892955011125507	1
TRIP6	0.054651125410386	2.84070948437922	0.892962720463398	1
FASTK	-0.0242838181904899	6.48585844752233	0.892977238425923	1
KRT73	-0.170590175222873	5.44363699116589	0.893005401973171	1
EAF1-AS1	-0.185864349631869	-1.4532561063232	0.893125402399291	1
VPS72	0.024942598884527	5.33326016086384	0.893168970988151	1
LY9	-0.0216174982363371	7.33134425182468	0.893173285082854	1
KIF20A	0.203832314214727	-1.72218304815038	0.893183893395449	1
SIRPG-AS1	0.136514894015173	-0.617041363914125	0.893204015950866	1
ZNF782	-0.0351540838747131	3.74978681996348	0.893259210436269	1
TAB1	-0.0216020956241846	5.53020554947088	0.893398218922831	1
NDUFA1	-0.0333669247135781	5.07719163994893	0.89341220474671	1
CLEC18B	-0.131902932708469	0.161406640899015	0.893429519691593	1
POLR3F	0.0287848775420987	4.25253412349195	0.893456002954447	1
CCDC174	-0.0231098913079467	5.52009757808587	0.893553712012938	1
DMRTC1	0.252778730106977	-1.12248709659689	0.893629146570461	1
GCLM	-0.0331082118550774	3.8642984691561	0.893688684244996	1
USP43	0.128533402694252	-2.59270818670842	0.893752599158853	1
TUBB3	-0.172268810335889	-2.28295358393735	0.89380876474967	1
MILR1	-0.305610195716345	-2.89531395839422	0.893840018436148	1
PDE4A	-0.0802692041545464	1.38626211296732	0.89388105599034	1
PIK3CG	-0.0242182617684035	5.12358779700862	0.89397761652166	1
SIMC1	-0.0284253520467478	4.33614135993566	0.894053243209843	1
SYK	-0.152209579756118	1.896760532654	0.89407569754306	1
HIF1A-AS3	-0.0859903971435279	1.43214085982815	0.894248152812391	1
NOA1	0.0227828720767789	5.36396655772067	0.894258068437139	1
ITGAE	-0.0336560911097428	4.02615282622119	0.894265119971641	1
PSMD5	0.0219482428560255	5.71821035164126	0.894326324499012	1
LYPD3	-0.0705039628677773	2.57172250014426	0.894372161479146	1
NPIPB4	0.0300029559682798	5.61402935204162	0.894385401227237	1
KCNMA1	0.268849508843036	-1.82160486776644	0.894522803498615	1
MRPL35	-0.0253050005075214	5.17985661530055	0.89452516322865	1
IL36A	0.150199339299057	-0.550110595998087	0.894547886021917	1
ADGRG6	0.142408453840305	-0.625611808476743	0.894610656703668	1
ADRB1	-0.512808816103845	-3.18362931718241	0.894624051230584	1
RUNX1	0.0233196979532562	5.31361499767182	0.894644038279027	1
HCRT	0.26531731954624	-2.60924244102864	0.894799719881236	1
SLC52A2	0.0307524912924811	4.36539936146026	0.894828622482461	1
C1orf115	-0.0610710082735276	1.7788606025733	0.89488132221968	1
C9orf43	0.0988771680637124	-0.287155163872127	0.894900719490805	1
LIAT1	-0.057342162048388	2.5119672961928	0.894923730859053	1
FTX	-0.0277254093492086	7.67752444048799	0.894957978695999	1
KIF4A	0.124066351602724	-1.54281078067918	0.89502752394468	1
TMEM121B	0.136932665768109	-1.35423469591878	0.895063746401404	1
IGFBP5	0.291593923917786	-2.71495322987424	0.895182554840249	1
DERL2	0.0259311530200138	5.82122662145043	0.895205106108515	1
GCSH	0.060173268774652	1.92971746717786	0.895259911772658	1
MIF4GD-DT	-0.0704729161346187	0.790858543227201	0.895263786593773	1
NAV1	-0.0542947867863358	1.76995025175181	0.895299107897912	1
ADIPOR2	0.020720167070014	6.22816666848667	0.895434593388617	1
SYNRG	0.0328223437333372	7.49711961563559	0.895442686185655	1
ARHGAP19	-0.0268597218590505	4.99845234490029	0.895478766732528	1
RB1-DT	0.295954516900924	-2.67732972507859	0.895529524547777	1
BTBD10	0.0276617432396203	4.24304931576216	0.895836795249503	1
TPT1	-0.0293591915384858	13.2160221933628	0.895937489123492	1
FARSA	-0.0234815288785845	5.46365043536129	0.896011888382482	1
FAM228A	-0.249928716680131	-2.52654042871567	0.896152419113712	1
GNB1	0.0215037662846366	8.04785846027515	0.896225399655399	1
PRIMPOL	0.0373387443646073	3.46434164965559	0.896233955826902	1
ATF6	0.0214758791280448	6.44698780391025	0.896283242541018	1
ZFTA	-0.061898400195604	3.05034268225948	0.896323650002088	1
NPIPB15	-0.123524745488995	4.49097346037543	0.896348741590146	1
CCAR2	-0.0209102000989328	7.19747890267877	0.896382076917715	1
GOLGA8S	-0.0993925197572618	-0.735052414915154	0.896398380485238	1
PIK3R1	-0.0334756195571629	7.17229091683862	0.896592686909454	1
INTS5	0.0255751845728133	4.84109403124204	0.896648417986115	1
PAXBP1-AS1	-0.041872940715724	4.93061212322695	0.896659054664946	1
NR1D2	0.035464250856502	6.06726437627472	0.896700813120696	1
CHASERR	-0.0221443954053842	6.91556354632029	0.896734981286566	1
UACA	-0.136824428995845	1.34674916287789	0.896759666556819	1
PDGFD	0.168306022173674	-0.431251163000809	0.896762182499747	1
BCL2L12	0.0346449770656701	3.53472350882788	0.896779683135347	1
PHRF1	0.0204761039051642	6.51400535402176	0.896784789553649	1
HHEX	0.132826438302553	0.587923771713407	0.896861750060213	1
DUOX1	0.0580604075779943	1.60053137067623	0.8970104279483	1
ZSCAN31	-0.0900316545734861	-0.0642127576280802	0.897051770383396	1
MORN2	0.115532625367338	-0.836863912470382	0.897063206652354	1
IGHV3-53	0.285823304351274	-1.01730772454975	0.897092115262464	1
SLC26A1	0.0613119780630797	1.65085919834149	0.897107150007977	1
VPS25	0.0289814770896702	4.31502101727261	0.897129171471974	1
SPMIP3	-0.139889981968917	-0.955970255746165	0.897186862415702	1
GOLGA1	-0.0228190852312937	5.37222184193522	0.897194696214127	1
RNF43	-0.060723590284027	1.63372601862784	0.897306180499667	1
GPR19	-0.06476607221473	0.778302849405703	0.897380572716073	1
TRDV1	-0.077219418858871	0.45474946467612	0.897450716773933	1
PRDX5	0.0343734000945614	5.59904611909984	0.89748723845019	1
CAMKMT	-0.0465866189421575	2.41928455503511	0.897571437319279	1
C8orf76	-0.0324850629697222	3.91779010621993	0.897728469931339	1
ZNF222	0.0382901117179137	3.14131053473648	0.897733216552026	1
NIT2	-0.0236675324859992	5.080676877082	0.897742924017578	1
STYXL1	0.0391391774458398	3.55846480765056	0.897756370027343	1
MTLN	-0.0482157553733865	3.18334980798679	0.897861103880176	1
TAF6L	-0.0342283390116825	3.70765082956379	0.897942524406439	1
IGHV4-4	0.290327407228076	0.170823576503376	0.897986574732508	1
GARS1-DT	-0.021736857002258	6.31413101858122	0.897996186304612	1
ZNF2	0.0337752503793618	3.64669098640882	0.89802204741187	1
ETNK2	0.0640415817322972	1.43349002894325	0.898053130018275	1
AAMP	-0.0234723548938384	6.28353271528683	0.898060883458328	1
SP1	0.0231087992488958	7.35749661218531	0.89807886278477	1
PIR	0.227179227608038	-1.06716953395721	0.89808065497079	1
ZCCHC24	-0.0712117924173117	0.801751440824249	0.898150237069822	1
FCRLA	-0.221988141181389	0.00353240377301955	0.898201553985752	1
INTS2	-0.127375287961059	3.46016937011114	0.898253227905825	1
REEP3	0.0406664387151277	3.55639019496078	0.898458618894563	1
HP1BP3	-0.0278327599215349	8.76870249467673	0.89878523458756	1
PROM1	0.152690871269724	0.727297632620858	0.898870513100554	1
TOMM22-DT	0.0587603165128072	1.71329489092769	0.898945738194258	1
SLC39A2	0.153246924167935	-2.39779446350326	0.898976835999674	1
NOC4L	0.0318981507682621	3.93666251795364	0.898977341231866	1
FADS1	0.0790344717350447	2.51016564283073	0.899046518876251	1
UFSP1	0.0833137465115639	-0.141474127353453	0.899071236875182	1
ASAH1-AS1	-0.14874972880583	-1.22256711832914	0.899157778636249	1
TRBV24-1	-0.074649356229606	2.40411986883045	0.899163832971772	1
TMEM44-AS1	-0.159869232802711	-1.23164049370339	0.899426835348864	1
CHMP3	-0.0199435855356813	6.0011781634894	0.899479058979201	1
IGLV3-21	0.242740180802894	2.74617622558759	0.899494152842442	1
CELSR1	-0.0564203819872934	1.11970505409461	0.899510516913507	1
DEPDC5	0.0303309891468385	4.02173372018111	0.899592147154625	1
IGHV1-2	0.191811842019026	1.32715411203183	0.899613536299743	1
FREM1	0.262245682529779	-1.09559491542576	0.899653372050061	1
CEP126	-0.0567266444250058	2.31995098117379	0.899675875151856	1
IGHV4-28	-0.259159231902791	-1.65829805345311	0.899697323516022	1
CLEC18C	-0.237344468289997	0.224498059092611	0.899708438583057	1
AANAT	-0.206806693494803	-2.73903199030253	0.899794023884633	1
CLHC1	-0.0465735941057795	2.55252864624602	0.899811826739397	1
HTR1F	0.214662983312181	-1.98169691498856	0.89986185658329	1
NFYC-AS1	0.0693489737622104	1.27137457823775	0.899920815372885	1
RGS13	0.40772492076476	-2.83895970667073	0.899927649381261	1
CHST10	-0.0566016808138482	1.87328702892051	0.900043461866258	1
DERPC	-0.0317140990786764	5.94590787874149	0.900050874267455	1
NFYB	0.0226242010880799	5.28746133059926	0.90019742994304	1
NDUFV1	0.0289557373644916	6.64180965031714	0.900217982491095	1
ZFP14	0.025869032740407	5.39996512277487	0.900223373109262	1
PGBD1	-0.0580606020025802	0.885601305430158	0.900250921011066	1
IGHV3-11	0.257818679097464	0.557529468246215	0.900257673800036	1
NEURL2	-0.0887397273554294	-0.00746303320400999	0.900267822025438	1
GLYATL3	0.389582706658562	0.827489275745343	0.900323457220675	1
SPAG16-DT	0.249980413847563	-2.41047665687473	0.900324847202926	1
ENPP1	0.209023699871278	-2.31040716029224	0.900376516420223	1
C2orf50	-0.0884976781459714	-0.044530227404284	0.900426171432467	1
ACOT12	-0.18111028177161	-2.26545606130858	0.900513023821462	1
HEXIM2	-0.0638151801494599	1.38966612836912	0.900513226155066	1
HSPA12B	-0.347930889376837	-2.56702880697258	0.900568922159469	1
RPA2	-0.0234304857224033	6.40664743076424	0.900603058042623	1
NCK1	0.0223224061101416	5.30942681040156	0.900636015861697	1
MRM1	0.0349735160095418	3.64960881925802	0.900650364468568	1
ZNF730	0.300967783651872	-2.43137084946598	0.900705632688784	1
SNED1	-0.134982738650112	5.01679230305766	0.900889882002374	1
CALM2	-0.0225502507470972	7.84972613965329	0.900891608815895	1
C2orf92	-0.0498751306158704	2.37260078038045	0.900927438246698	1
TRAV10	0.0567642415793016	1.48297439686539	0.900954756759471	1
SLC25A44	0.0204886548381986	5.45816543984311	0.901005979596081	1
MUC20	-0.0920566207491593	4.71711701923153	0.901031227745382	1
DNAJB4	0.0483994554927538	3.28847511821316	0.901040398893688	1
PPM1E	-0.124360288892362	-1.25568935075404	0.901265917180886	1
MYO1A	0.136422016838876	-1.00136732893546	0.901269687881754	1
RYR1	0.094351750886391	-1.10889297333309	0.901298907136544	1
HEPH	-0.285743125708007	-2.84945468160137	0.90158482532865	1
NDUFA13	-0.0271206342267463	5.56398775316563	0.901653588414078	1
CELF2-AS1	0.146869402168919	-0.594511757880337	0.901841765986662	1
FHAD1	0.222784081945948	-2.5010274003134	0.901879553509828	1
LINC02795	0.117440926620627	-1.23581399974395	0.901941445633702	1
MS4A1	0.137997056063395	3.8712043000252	0.901995946094298	1
CLDN7	0.0954229587293461	-1.24781359287972	0.902075117008425	1
HYPK	0.0556091271652848	2.19732753632883	0.902103673786466	1
ST20-AS1	0.154045040612826	-1.0246726509934	0.902186661092792	1
MT-ND4L	-0.0395758705939818	8.86389345138072	0.90220365748988	1
ITGA2	-0.0804907344088652	0.446029546313613	0.902251127941964	1
ACP1	-0.0218688428765352	6.25493740495999	0.902265961238582	1
ENTR1	0.022680839765761	6.1155160789385	0.902276504374253	1
ERBB2	-0.0604015382075966	1.91280055905684	0.902349593011859	1
PCGF3	0.0265188956438275	6.60800565612698	0.902376448177069	1
ZNF200	0.0220505608783084	5.09887708667786	0.902395276444688	1
HMGB1	-0.0212826795950418	8.38147082114413	0.9023962800263	1
PIGR	-0.336385925039437	-2.59660007315298	0.902531648113212	1
CHROMR	-0.0399890519978184	2.64545987099192	0.902555373645395	1
TLR6	-0.0715456632159132	0.724481544504454	0.90260123090622	1
PHAF1	-0.023269166817414	4.90797956807559	0.902622197595201	1
NDUFA6	-0.0287847423816669	5.58399689669386	0.902651351534457	1
WRAP73	-0.0220093443094562	5.56301449566187	0.902653576710309	1
SHISA8	0.276200426183615	-2.70666556431682	0.902664987856291	1
PLEKHA4	0.0751582353054213	1.2579441688417	0.902707318497827	1
ZNF564	0.0221542288329744	4.80578348307872	0.90270806881413	1
SH2D4B	0.382887232189465	-2.39846119421687	0.902734544296138	1
KCTD14	0.210363940271831	-2.17235898839072	0.902788313188887	1
GID4	0.0251534760452111	4.24362473125249	0.902835605677559	1
ZFHX2-AS1	0.0299697726713759	3.71974098307794	0.902848593011437	1
IGKV1-16	-0.234005717623334	0.984802565733734	0.902894789794659	1
LINC02694	0.158151765196291	-2.05420493262698	0.902900742642297	1
TRGV5P	-0.141972034719138	-0.231650197458359	0.90299206900022	1
STK33	0.292914913400184	-2.40546166919391	0.903088650685879	1
NSL1	0.0213855295366392	5.28780919861527	0.903096351629261	1
UBE2E2	0.0537608030077894	2.54848347270044	0.903147182513461	1
CATSPERE	-0.0804631072668221	0.452046958508398	0.903159431835373	1
TBPL2	-0.314570748102162	-2.67146489162742	0.903173141589702	1
BZW2	0.0260906779445706	5.35558301636507	0.903353450894866	1
AK7	-0.234816520790299	-2.281072140151	0.903363703603396	1
TAF12	0.0263264348542689	4.42162989039863	0.903380078742514	1
THBS1	0.129386557188483	1.63737752134544	0.903413420529197	1
RTKN	-0.176325137309484	-1.19955094601849	0.903447239044966	1
MCOLN3	-0.0904709130937554	0.123700387946317	0.903547052076756	1
EFHB	0.187747630830932	-1.48085564057222	0.903587575854041	1
ASCC2	0.0201750358298372	6.00797102624139	0.903613129813459	1
